relative_time_s,lord_x_g,lord_y_g,prototype_calibrated_to_lord_y_g,lord_z_g,prototype_calibrated_to_lord_z_g,lord_x_norm,lord_y_norm,prototype_y_norm,lord_z_norm,prototype_z_norm,our_y_raw,our_z_raw,sample_ts_utc,sample_ts_et,batch_id,sample_in_batch
14.480,0.991147258,0.109756396,0.097531079,-0.017243448,-0.019017696,0.115720593,0.035202011,-0.014364141,-0.138409482,-0.210336982,-2,-58,2026-05-03T23:57:26.057Z,2026-05-03 19:57:26.057,102632,77
14.520,0.994322252,0.078354173,0.068424671,-0.049188478,-0.042057229,0.163146714,-0.080989349,-0.168554018,-0.285825921,-0.362885003,-132,-151,2026-05-03T23:57:26.097Z,2026-05-03 19:57:26.097,102632,78
14.560,0.999056275,0.054869077,0.052498217,-0.058180842,-0.048316012,0.233860652,-0.167886550,-0.252923685,-0.327322901,-0.404325298,-212,-169,2026-05-03T23:57:26.137Z,2026-05-03 19:57:26.137,102632,79
14.600,0.995440769,0.060119024,0.053242542,-0.045133920,-0.046062663,0.179854436,-0.148461222,-0.248980659,-0.267115391,-0.389405549,-211,-158,2026-05-03T23:57:26.177Z,2026-05-03 19:57:26.177,102632,80
14.640,1.002621303,0.022905732,0.033885931,-0.044737810,-0.035935386,0.287112858,-0.286154115,-0.351521430,-0.265287465,-0.322351413,-333,-88,2026-05-03T23:57:26.217Z,2026-05-03 19:57:26.217,102632,81
14.680,1.005399523,0.028040226,0.039621596,-0.029507383,-0.024509542,0.328612214,-0.267155976,-0.321137001,-0.195003755,-0.246699275,-317,-34,2026-05-03T23:57:26.257Z,2026-05-03 19:57:26.257,102632,82
14.720,0.999678695,0.058659119,0.062538718,-0.002566582,-0.009693821,0.243157986,-0.153863014,-0.199734585,-0.070680284,-0.148602280,-210,22,2026-05-03T23:57:26.297Z,2026-05-03 19:57:26.297,102632,83
14.760,0.998297088,0.071615769,0.075297331,0.008643732,-0.000321492,0.222520384,-0.105922117,-0.132146410,-0.018948149,-0.086546763,-152,59,2026-05-03T23:57:26.337Z,2026-05-03 19:57:26.337,102632,84
14.800,0.995718873,0.092321338,0.093969241,0.028068959,0.012593918,0.184008574,-0.029309446,-0.033232814,0.070693267,-0.001031997,-66,109,2026-05-03T23:57:26.377Z,2026-05-03 19:57:26.377,102632,85
14.840,0.995210233,0.082580571,0.094598405,0.046986749,0.035866308,0.176410824,-0.065351255,-0.029899846,0.157993021,0.153057804,-95,229,2026-05-03T23:57:26.417Z,2026-05-03 19:57:26.417,102632,86
14.880,0.998262103,0.074295985,0.089997930,0.080005082,0.049731522,0.221997791,-0.096005049,-0.054270653,0.310362423,0.244861355,-140,305,2026-05-03T23:57:26.457Z,2026-05-03 19:57:26.457,102632,87
14.920,0.997333565,0.075592026,0.093608284,0.070796829,0.052678960,0.208127860,-0.091209568,-0.035144970,0.267869179,0.264376760,-124,317,2026-05-03T23:57:26.497Z,2026-05-03 19:57:26.497,102632,88
14.960,0.997775962,0.070759815,0.089730201,0.055123548,0.047947535,0.214736125,-0.109089233,-0.055688935,0.195541831,0.233049326,-139,296,2026-05-03T23:57:26.537Z,2026-05-03 19:57:26.537,102632,89
15.000,0.995565772,0.092594452,0.096502983,0.049611881,0.032724927,0.181721653,-0.028298896,-0.019810431,0.170107195,0.132258272,-80,211,2026-05-03T23:57:26.577Z,2026-05-03 19:57:26.577,102632,90
15.040,0.992678185,0.101518987,0.100656294,0.024184159,0.019939655,0.138588634,0.004722776,0.002191544,0.052766117,0.047605170,-39,141,2026-05-03T23:57:26.617Z,2026-05-03 19:57:26.617,102632,91
15.080,0.987407990,0.120533128,0.111138830,-0.007378298,0.003049384,0.059865680,0.075076994,0.057722304,-0.092884866,-0.064227713,43,44,2026-05-03T23:57:26.657Z,2026-05-03 19:57:26.657,102632,92
15.120,0.984868512,0.138053848,0.121608454,-0.020431984,-0.009596706,0.021932519,0.139905405,0.113184666,-0.153123594,-0.147959268,119,-31,2026-05-03T23:57:26.697Z,2026-05-03 19:57:26.697,102632,93
15.160,0.984730403,0.138384066,0.118430550,-0.028734236,-0.014398738,0.019869535,0.141127247,0.096349860,-0.191435918,-0.179754207,108,-53,2026-05-03T23:57:26.737Z,2026-05-03 19:57:26.737,102632,94
15.200,0.979887629,0.161645088,0.133446155,-0.029163557,-0.011773557,-0.052468877,0.227195347,0.175894350,-0.193417102,-0.162372511,188,-53,2026-05-03T23:57:26.777Z,2026-05-03 19:57:26.777,102632,95
15.240,0.979516447,0.166687717,0.140046718,-0.013984791,-0.004056902,-0.058013367,0.245853579,0.210860533,-0.123371790,-0.111279439,214,-19,2026-05-03T23:57:26.817Z,2026-05-03 19:57:26.817,102632,96
15.280,0.983068247,0.148756086,0.135540993,0.005233155,0.012334137,-0.004958744,0.179504756,0.186991658,-0.034686910,-0.002752046,166,70,2026-05-03T23:57:26.857Z,2026-05-03 19:57:26.857,102632,97
15.320,0.981490438,0.161853650,0.143550170,0.025076630,0.022806320,-0.028527089,0.227967048,0.229419914,0.056884595,0.066585767,196,117,2026-05-03T23:57:26.897Z,2026-05-03 19:57:26.897,102632,98
15.360,0.981217339,0.167603886,0.153077429,0.046746257,0.039334508,-0.032606475,0.249243495,0.279890133,0.156883223,0.176021246,226,194,2026-05-03T23:57:26.937Z,2026-05-03 19:57:26.937,102632,99
15.400,0.980262554,0.175750673,0.165896708,0.063887721,0.056824280,-0.046868475,0.279387421,0.347799686,0.235985783,0.291823513,273,273,2026-05-03T23:57:26.977Z,2026-05-03 19:57:26.977,102632,100
15.440,0.976577613,0.196445063,0.180494581,0.073653228,0.062078708,-0.101911863,0.355958731,0.425131254,0.281050578,0.326613825,347,287,2026-05-03T23:57:27.017Z,2026-05-03 19:57:27.017,102633,1
15.480,0.978957160,0.183405854,0.169910079,0.065515819,0.056367818,-0.066367656,0.307712355,0.369060334,0.243498949,0.288801217,296,267,2026-05-03T23:57:27.057Z,2026-05-03 19:57:27.057,102633,2
15.520,0.978609746,0.182706942,0.166751541,0.044160492,0.045199514,-0.071557114,0.305126311,0.352328126,0.144950716,0.214854287,294,212,2026-05-03T23:57:27.097Z,2026-05-03 19:57:27.097,102633,3
15.560,0.980735595,0.177002643,0.159592545,0.031507215,0.030243489,-0.039802469,0.284019837,0.314403668,0.086559756,0.115828324,275,141,2026-05-03T23:57:27.137Z,2026-05-03 19:57:27.137,102633,4
15.600,0.982896388,0.159069154,0.140754112,0.002958616,0.015947826,-0.007525873,0.217664135,0.214607920,-0.045183204,0.021174707,190,84,2026-05-03T23:57:27.177Z,2026-05-03 19:57:27.177,102633,5
15.640,0.982436502,0.163533276,0.140531573,-0.010970938,-0.000690795,-0.014395363,0.234181834,0.213429032,-0.109463789,-0.088991970,212,-2,2026-05-03T23:57:27.217Z,2026-05-03 19:57:27.217,102633,6
15.680,0.984589176,0.147359493,0.128243100,-0.020688470,-0.007471670,0.017759969,0.174337221,0.148331401,-0.154307195,-0.133889104,153,-26,2026-05-03T23:57:27.257Z,2026-05-03 19:57:27.257,102633,7
15.720,0.981936588,0.165218503,0.138718137,-0.011980886,-0.005061258,-0.021862769,0.240417343,0.203822434,-0.114124385,-0.117929421,208,-23,2026-05-03T23:57:27.297Z,2026-05-03 19:57:27.297,102633,8
15.760,0.980351918,0.175360240,0.149009087,0.002673222,0.007354008,-0.045533609,0.277942779,0.258338276,-0.046500208,-0.035726186,248,32,2026-05-03T23:57:27.337Z,2026-05-03 19:57:27.337,102633,9
15.800,0.979256487,0.181445670,0.157922657,0.019393359,0.023581885,-0.061896486,0.300459479,0.305557510,0.030658054,0.071720891,275,108,2026-05-03T23:57:27.377Z,2026-05-03 19:57:27.377,102633,10
15.840,0.979863863,0.181147101,0.159702010,0.038662357,0.033543966,-0.052823873,0.299354743,0.314983555,0.119578523,0.137681250,271,158,2026-05-03T23:57:27.417Z,2026-05-03 19:57:27.417,102633,11
15.880,0.980033860,0.178542610,0.160471114,0.043993193,0.044487546,-0.050284558,0.289717866,0.319057849,0.144178686,0.210140244,260,214,2026-05-03T23:57:27.457Z,2026-05-03 19:57:27.457,102633,12
15.920,0.980327518,0.182006163,0.164218560,0.053636303,0.047265932,-0.045898078,0.302533359,0.338909772,0.188678658,0.228536332,277,225,2026-05-03T23:57:27.497Z,2026-05-03 19:57:27.497,102633,13
15.960,0.980330667,0.176869185,0.161561398,0.047351489,0.045257220,-0.045851032,0.283526027,0.324833575,0.159676185,0.215236366,265,217,2026-05-03T23:57:27.537Z,2026-05-03 19:57:27.537,102633,14
16.000,0.977538049,0.192233562,0.168163004,0.039878353,0.035795283,-0.087565458,0.340375758,0.359805286,0.125189973,0.152587538,315,162,2026-05-03T23:57:27.577Z,2026-05-03 19:57:27.577,102633,15
16.040,0.978453529,0.186904793,0.164905066,0.031001625,0.029242079,-0.073890582,0.320658780,0.342546504,0.084226617,0.109197842,306,131,2026-05-03T23:57:27.617Z,2026-05-03 19:57:27.617,102633,16
16.080,0.977073808,0.192389365,0.166592517,0.015164733,0.024518578,-0.094500014,0.340952242,0.351485702,0.011144255,0.077922871,322,105,2026-05-03T23:57:27.657Z,2026-05-03 19:57:27.657,102633,17
16.120,0.978895943,0.187488878,0.162309613,0.010752202,0.018172219,-0.067282068,0.322819951,0.328797214,-0.009218213,0.035902725,307,76,2026-05-03T23:57:27.697Z,2026-05-03 19:57:27.697,102633,18
16.160,0.979267726,0.183507659,0.159089366,0.007494777,0.016065063,-0.061728604,0.308089043,0.311738099,-0.024250221,0.021950946,292,68,2026-05-03T23:57:27.737Z,2026-05-03 19:57:27.737,102633,19
16.200,0.978384793,0.184949562,0.156288656,0.005548072,0.016347494,-0.074917320,0.313424229,0.296901462,-0.033233665,0.023820963,276,72,2026-05-03T23:57:27.777Z,2026-05-03 19:57:27.777,102633,20
16.240,0.973075199,0.213096788,0.178546139,0.013547092,0.023520112,-0.154228787,0.417571774,0.414809472,0.003679342,0.071311890,390,89,2026-05-03T23:57:27.817Z,2026-05-03 19:57:27.817,102633,21
16.280,0.972282233,0.220835774,0.190604574,0.027764498,0.032963049,-0.166073627,0.446206795,0.478688488,0.069288273,0.133834911,444,127,2026-05-03T23:57:27.857Z,2026-05-03 19:57:27.857,102633,22
16.320,0.976010275,0.202431169,0.178304994,0.032418140,0.035445189,-0.110386418,0.378107918,0.413532016,0.090763394,0.150269518,372,151,2026-05-03T23:57:27.897Z,2026-05-03 19:57:27.897,102633,23
16.360,0.978518493,0.190120680,0.167952334,0.035070945,0.032091073,-0.072920185,0.332557883,0.358689268,0.103005267,0.128061434,319,143,2026-05-03T23:57:27.937Z,2026-05-03 19:57:27.937,102633,24
16.400,0.981924713,0.172215739,0.157320837,0.034336549,0.036215984,-0.022040160,0.266307812,0.302369397,0.099616258,0.155373062,254,174,2026-05-03T23:57:27.977Z,2026-05-03 19:57:27.977,102633,25
16.440,0.979618897,0.182601421,0.159790304,0.037551534,0.038191881,-0.056483019,0.304735874,0.315451287,0.114452419,0.168455756,265,182,2026-05-03T23:57:28.017Z,2026-05-03 19:57:28.017,102633,26
16.480,0.976075251,0.203035744,0.175938536,0.038483985,0.038891860,-0.109415843,0.380344909,0.400995813,0.118755395,0.173090414,354,171,2026-05-03T23:57:28.057Z,2026-05-03 19:57:28.057,102633,27
16.520,0.976423318,0.196881423,0.173785596,0.029969533,0.033882983,-0.104216627,0.357573305,0.389590713,0.079463829,0.139925925,349,147,2026-05-03T23:57:28.097Z,2026-05-03 19:57:28.097,102633,28
16.560,0.976298311,0.197548066,0.168947867,0.020754514,0.030334923,-0.106083914,0.360039952,0.363963063,0.036939365,0.116433715,327,133,2026-05-03T23:57:28.137Z,2026-05-03 19:57:28.137,102633,29
16.600,0.976041508,0.202025226,0.173471916,0.019574805,0.024756205,-0.109919881,0.376605889,0.387929008,0.031495374,0.079496231,360,100,2026-05-03T23:57:28.177Z,2026-05-03 19:57:28.177,102633,30
16.640,0.975454733,0.202894218,0.172402804,0.013946890,0.022639092,-0.118684758,0.379821247,0.382265436,0.005524283,0.065478529,357,90,2026-05-03T23:57:28.217Z,2026-05-03 19:57:28.217,102633,31
16.680,0.976923196,0.196549342,0.169623265,0.013542172,0.021574085,-0.096749755,0.356344574,0.367540954,0.003656635,0.058426966,343,87,2026-05-03T23:57:28.257Z,2026-05-03 19:57:28.257,102633,32
16.720,0.972522173,0.217788717,0.177883652,0.018830566,0.028036768,-0.162489554,0.434932381,0.411299980,0.028060942,0.101217311,380,113,2026-05-03T23:57:28.297Z,2026-05-03 19:57:28.297,102633,33
16.760,0.972777770,0.222151062,0.191867837,0.032679545,0.032990885,-0.158671608,0.451073491,0.485380565,0.091969695,0.134019221,451,126,2026-05-03T23:57:28.337Z,2026-05-03 19:57:28.337,102633,34
16.800,0.973666954,0.210398576,0.179409993,0.026946452,0.036989516,-0.145389513,0.407588119,0.419385698,0.065513242,0.160494725,376,158,2026-05-03T23:57:28.377Z,2026-05-03 19:57:28.377,102633,35
16.840,0.969013505,0.238870443,0.198396626,0.037871373,0.041853112,-0.214899893,0.512936869,0.519966528,0.115928379,0.192697284,475,166,2026-05-03T23:57:28.417Z,2026-05-03 19:57:28.417,102633,36
16.880,0.966831458,0.244390397,0.205782052,0.036889717,0.044109407,-0.247493983,0.533361251,0.559090487,0.111398341,0.207636534,513,171,2026-05-03T23:57:28.457Z,2026-05-03 19:57:28.457,102633,37
16.920,0.957791991,0.295494485,0.235473760,0.043766843,0.048721354,-0.382520010,0.722451477,0.716380965,0.143134151,0.238172887,672,168,2026-05-03T23:57:28.497Z,2026-05-03 19:57:28.497,102633,38
16.960,0.946684809,0.345810287,0.275922949,0.038691880,0.058302351,-0.548432317,0.908624967,0.930658714,0.119714763,0.301610035,884,181,2026-05-03T23:57:28.537Z,2026-05-03 19:57:28.537,102633,39
17.000,0.929000795,0.452403188,0.338471358,0.052333578,0.076572458,-0.812585313,1.303029339,1.262006078,0.182666986,0.422579007,1207,219,2026-05-03T23:57:28.577Z,2026-05-03 19:57:28.577,102633,40
17.040,0.930966654,0.399199854,0.351132657,0.028407249,0.056202702,-0.783220513,1.106171694,1.329078735,0.072254371,0.287707957,1306,102,2026-05-03T23:57:28.617Z,2026-05-03 19:57:28.617,102633,41
17.080,0.921183574,0.473987054,0.343925623,0.072690022,0.068261071,-0.929354181,1.382891797,1.290899797,0.276605681,0.367548132,1249,171,2026-05-03T23:57:28.657Z,2026-05-03 19:57:28.657,102633,42
17.120,0.930551732,0.386539893,0.344068127,0.042171961,0.083148521,-0.789418368,1.059328575,1.291654709,0.135774264,0.466120051,1229,248,2026-05-03T23:57:28.697Z,2026-05-03 19:57:28.697,102633,43
17.160,0.913298285,0.477652335,0.362123784,0.074337186,0.068547360,-1.047139814,1.396453704,1.387303735,0.284206834,0.369443689,1350,156,2026-05-03T23:57:28.737Z,2026-05-03 19:57:28.737,102633,44
17.200,0.920352507,0.397880232,0.340614994,0.051613940,0.095863185,-0.941768160,1.101288962,1.273361893,0.179346078,0.550305649,1192,317,2026-05-03T23:57:28.777Z,2026-05-03 19:57:28.777,102633,45
17.240,0.903472695,0.471772367,0.377054704,0.079008052,0.076562293,-1.193908470,1.374697234,1.466399607,0.305761436,0.422511703,1422,184,2026-05-03T23:57:28.817Z,2026-05-03 19:57:28.817,102633,46
17.280,0.902093618,0.423107646,0.343698149,0.049849297,0.098139393,-1.214508286,1.194632908,1.289694768,0.171202797,0.565376746,1206,326,2026-05-03T23:57:28.857Z,2026-05-03 19:57:28.857,102633,47
17.320,0.888363233,0.460004991,0.383349847,0.071279045,0.078048914,-1.419604394,1.331156771,1.499747840,0.270094458,0.432354830,1455,186,2026-05-03T23:57:28.897Z,2026-05-03 19:57:28.897,102633,48
17.360,0.879040034,0.452402569,0.358779073,0.052553776,0.101741093,-1.558868642,1.303027050,1.369585279,0.183683129,0.589224114,1285,331,2026-05-03T23:57:28.937Z,2026-05-03 19:57:28.937,102633,49
17.400,1.051892209,0.522238994,0.413654677,-0.029434189,0.161713209,1.023091560,1.561428791,1.660286303,-0.194665986,0.986308015,1507,592,2026-05-03T23:57:28.977Z,2026-05-03 19:57:28.977,102633,50
17.440,1.325571160,-0.840464597,-0.490391764,-0.133075788,0.167918588,5.111140550,-3.480710506,-3.128858774,-0.672939927,1.027394711,-3539,1443,2026-05-03T23:57:29.017Z,2026-05-03 19:57:29.017,102633,51
17.480,0.794266798,0.333007581,0.242397394,0.807255991,-0.089042545,-2.825159446,0.861253678,0.753058606,3.666400557,-0.673981457,903,-552,2026-05-03T23:57:29.057Z,2026-05-03 19:57:29.057,102633,52
17.520,1.187048607,-0.577799063,-0.421605359,-0.188702972,0.329921023,3.041975267,-2.508821813,-2.764465911,-0.929642186,2.100035843,-3382,2220,2026-05-03T23:57:29.097Z,2026-05-03 19:57:29.097,102633,53
17.560,0.900781374,-0.105789940,0.147393215,-0.031263416,-0.090017527,-1.234109784,-0.762340947,0.249778267,-0.203107300,-0.680436948,375,-471,2026-05-03T23:57:29.137Z,2026-05-03 19:57:29.137,102633,54
17.600,0.943135500,-0.099834251,-0.260303733,-0.337576395,-0.125586564,-0.601449724,-0.740304305,-1.909977852,-1.616647015,-0.915944596,-1847,-286,2026-05-03T23:57:29.177Z,2026-05-03 19:57:29.177,102633,55
17.640,1.094481840,-0.247436067,-0.096188751,0.047142361,-0.164644313,1.659269452,-1.286445755,-1.040586164,0.158711121,-1.174551505,-878,-637,2026-05-03T23:57:29.217Z,2026-05-03 19:57:29.217,102633,56
17.680,0.869130111,-0.002939296,-0.101881313,-0.570583757,-0.156567608,-1.706897020,-0.381783300,-1.070742255,-2.691903963,-1.121074489,-921,-590,2026-05-03T23:57:29.257Z,2026-05-03 19:57:29.257,102633,57
17.720,1.066620545,-0.306335024,-0.208155934,-0.228126664,-0.223981663,1.243094451,-1.504377774,-1.633727247,-1.111570336,-1.567432528,-1419,-843,2026-05-03T23:57:29.297Z,2026-05-03 19:57:29.297,102633,58
17.760,0.971395559,-0.069877034,-0.040672027,-0.091099534,-0.208790879,-0.179318220,-0.629459611,-0.746488832,-0.479232491,-1.466852189,-507,-916,2026-05-03T23:57:29.337Z,2026-05-03 19:57:29.337,102633,59
17.800,0.995581388,-0.140614748,-0.158066024,-0.007706746,0.017364595,0.181954921,-0.891196213,-1.368378218,-0.094400553,0.030555336,-1477,362,2026-05-03T23:57:29.377Z,2026-05-03 19:57:29.377,102633,60
17.840,1.036138444,-0.232195833,-0.029559937,0.063607246,-0.000509832,0.787771441,-1.230055367,-0.687623042,0.234691475,-0.087793785,-736,153,2026-05-03T23:57:29.417Z,2026-05-03 19:57:29.417,102633,61
17.880,0.975970237,-0.069415848,-0.094613789,0.240598711,0.120142433,-0.110984476,-0.627753178,-1.032242875,1.051452378,0.711062002,-1267,837,2026-05-03T23:57:29.457Z,2026-05-03 19:57:29.457,102633,62
17.920,1.061793399,-0.278449107,-0.041731535,0.142879667,0.117034570,1.170989485,-1.401197100,-0.752101527,0.600509193,0.690484400,-968,773,2026-05-03T23:57:29.497Z,2026-05-03 19:57:29.497,102633,63
17.960,0.955333726,-0.042649073,-0.056645174,0.230958080,0.137010550,-0.419240068,-0.528713436,-0.831105858,1.006963843,0.822748196,-1079,890,2026-05-03T23:57:29.537Z,2026-05-03 19:57:29.537,102633,64
18.000,1.068004608,-0.298420399,-0.065986541,0.068694510,0.115496343,1.263768735,-1.475092874,-0.880591327,0.258167625,0.680299576,-1101,787,2026-05-03T23:57:29.577Z,2026-05-03 19:57:29.577,102633,65
18.040,0.959219222,-0.035951636,-0.047860348,0.106798885,0.015978738,-0.361200908,-0.503932253,-0.784568639,0.434007537,0.021379381,-861,255,2026-05-03T23:57:29.617Z,2026-05-03 19:57:29.617,102633,66
18.080,1.063827276,-0.255639977,-0.114429627,-0.028284003,0.017465776,1.201370303,-1.316801043,-1.137216379,-0.189358231,0.031225270,-1234,323,2026-05-03T23:57:29.657Z,2026-05-03 19:57:29.657,102633,67
18.120,0.963585832,-0.053785812,-0.047056312,-0.087219036,-0.096797358,-0.295975154,-0.569920483,-0.780309295,-0.461325193,-0.725327177,-699,-330,2026-05-03T23:57:29.697Z,2026-05-03 19:57:29.697,102633,68
18.160,1.036646466,-0.201254169,-0.150164419,-0.195670504,-0.110770347,0.795359967,-1.115568124,-1.326519823,-0.961795192,-0.817844323,-1254,-309,2026-05-03T23:57:29.737Z,2026-05-03 19:57:29.737,102633,69
18.200,0.987904775,-0.102999866,-0.066449765,-0.214503410,-0.209244187,0.067286361,-0.752017395,-0.883045236,-1.048703234,-1.469853603,-650,-895,2026-05-03T23:57:29.777Z,2026-05-03 19:57:29.777,102633,70
18.240,0.995216455,-0.125830113,-0.156736028,-0.237136240,-0.178511143,0.176503775,-0.836491589,-1.361332624,-1.153146746,-1.266365755,-1196,-654,2026-05-03T23:57:29.817Z,2026-05-03 19:57:29.817,102633,71
18.280,1.021980023,-0.152948208,-0.080833642,-0.092113170,-0.161380717,0.576281603,-0.936831246,-0.959243172,-0.483910108,-1.152942772,-797,-634,2026-05-03T23:57:29.857Z,2026-05-03 19:57:29.857,102633,72
18.320,0.980077565,-0.114471782,-0.118839754,-0.120014107,-0.081745418,-0.049631727,-0.794464629,-1.160578825,-0.612664308,-0.625666140,-1120,-187,2026-05-03T23:57:29.897Z,2026-05-03 19:57:29.897,102633,73
18.360,1.026940289,-0.202738281,-0.081087505,0.011624375,-0.044261995,0.650375014,-1.121059485,-0.960587996,-0.005193404,-0.377483072,-962,-27,2026-05-03T23:57:29.937Z,2026-05-03 19:57:29.937,102633,74
18.400,0.994025457,-0.134764573,-0.079672717,0.081343482,-0.004252539,0.158713366,-0.869549982,-0.953093221,0.316538725,-0.112574781,-1010,179,2026-05-03T23:57:29.977Z,2026-05-03 19:57:29.977,102633,75
18.440,1.024774456,-0.195355575,-0.086779872,0.147963240,0.064764175,0.618023131,-1.093742737,-0.990743056,0.623968311,0.344394687,-1146,543,2026-05-03T23:57:30.017Z,2026-05-03 19:57:30.017,102633,76
18.480,0.998000960,-0.161541290,-0.059800581,0.132702665,0.074306468,0.218097008,-0.968626506,-0.847821482,0.553545475,0.407575562,-1009,568,2026-05-03T23:57:30.057Z,2026-05-03 19:57:30.057,102633,77
18.520,1.009245033,-0.200277796,-0.095905157,0.081241993,0.062010680,0.386054100,-1.111955445,-1.039083836,0.316070383,0.326163408,-1193,537,2026-05-03T23:57:30.097Z,2026-05-03 19:57:30.097,102633,78
18.560,0.998323314,-0.173511636,-0.075203162,0.080521744,0.019305227,0.222912133,-1.012917981,-0.929415955,0.312746656,0.043404537,-1018,297,2026-05-03T23:57:30.137Z,2026-05-03 19:57:30.137,102633,79
18.600,0.996843672,-0.185529160,-0.113367731,0.004979130,-0.000492447,0.200810138,-1.057384022,-1.131591035,-0.035859156,-0.087678677,-1203,229,2026-05-03T23:57:30.177Z,2026-05-03 19:57:30.177,102633,80
18.640,0.993403707,-0.189240994,-0.102068814,-0.047797800,-0.055650958,0.149426039,-1.071118176,-1.071735530,-0.279408372,-0.452891017,-1063,-67,2026-05-03T23:57:30.217Z,2026-05-03 19:57:30.217,102633,81
18.680,0.978097322,-0.173970958,-0.129024846,-0.136861562,-0.100897874,-0.079211383,-1.014617519,-1.214533893,-0.690410102,-0.752477275,-1150,-277,2026-05-03T23:57:30.257Z,2026-05-03 19:57:30.257,102633,82
18.720,1.157784982,-0.105715462,-0.104662656,-0.111117072,-0.162651449,2.604853111,-0.762065373,-1.085476293,-0.571607238,-1.161356465,-928,-619,2026-05-03T23:57:30.297Z,2026-05-03 19:57:30.297,102633,83
18.760,0.846871424,1.018511598,0.444706183,-0.507548649,-0.207702780,-2.039383689,3.397686961,1.824780254,-2.401016426,-1.459647727,2196,-1350,2026-05-03T23:57:30.337Z,2026-05-03 19:57:30.337,102633,84
18.800,0.887246537,0.159168451,0.117622322,-0.440502667,-0.214508702,-1.436284908,0.218031543,0.092068310,-2.091619945,-1.504710703,383,-1089,2026-05-03T23:57:30.377Z,2026-05-03 19:57:30.377,102633,85
18.840,0.855744660,0.719949932,0.518661366,0.112100812,-0.145360077,-1.906840707,2.292978997,2.216554483,0.458474294,-1.046867838,2521,-1094,2026-05-03T23:57:30.417Z,2026-05-03 19:57:30.417,102633,86
18.880,0.919709504,0.380157158,0.238789906,0.152172184,0.277450689,-0.951372946,1.035711817,0.733948102,0.643391287,1.752622308,371,1350,2026-05-03T23:57:30.457Z,2026-05-03 19:57:30.457,102633,87
18.920,0.907576892,0.428338964,0.541851735,0.267489703,0.127571079,-1.132602482,1.213989309,2.339404415,1.175545990,0.760248124,2269,299,2026-05-03T23:57:30.497Z,2026-05-03 19:57:30.497,102633,88
18.960,0.888176343,0.553289295,0.265220262,0.301986685,0.366421227,-1.422396030,1.676318007,0.873961715,1.334738899,2.341708883,394,1787,2026-05-03T23:57:30.537Z,2026-05-03 19:57:30.537,102633,89
19.000,0.974851131,0.229196712,0.505361617,0.358040094,0.247619569,-0.127700995,0.477143101,2.146099667,1.593408057,1.555106224,1898,954,2026-05-03T23:57:30.577Z,2026-05-03 19:57:30.577,102633,90
19.040,0.891254489,0.634230189,0.355528457,0.361720693,0.356538172,-1.376416566,1.975807393,1.352365287,1.610392883,2.276271769,911,1654,2026-05-03T23:57:30.617Z,2026-05-03 19:57:30.617,102633,91
19.080,0.968228660,0.203934532,0.397260842,0.267345171,0.281028696,-0.226623433,0.383670512,1.573440709,1.174879021,1.776312805,1249,1225,2026-05-03T23:57:30.657Z,2026-05-03 19:57:30.657,102633,92
19.120,0.898534932,0.588766487,0.428269546,0.294242909,0.234334569,-1.267665760,1.807587155,1.737707914,1.299003767,1.467144353,1487,955,2026-05-03T23:57:30.697Z,2026-05-03 19:57:30.697,102633,93
19.160,0.940071719,0.336782728,0.330622920,0.187629896,0.232125528,-0.647214616,0.875222099,1.220429334,0.807017668,1.452517981,946,1032,2026-05-03T23:57:30.737Z,2026-05-03 19:57:30.737,102633,94
19.200,0.930606711,0.464236987,0.444531418,0.252665836,0.169620654,-0.788597121,1.346815576,1.823854440,1.107138426,1.038664333,1668,605,2026-05-03T23:57:30.777Z,2026-05-03 19:57:30.777,102633,95
19.240,0.916893196,0.455296310,0.315753233,-0.025703157,0.153476001,-0.993441228,1.313734181,1.141657839,-0.177448426,0.931768287,973,638,2026-05-03T23:57:30.817Z,2026-05-03 19:57:30.817,102633,96
19.280,0.903440239,0.434450455,0.404235451,-0.093431271,-0.036234837,-1.194393276,1.236602435,1.610388383,-0.489992735,-0.324334123,1731,-425,2026-05-03T23:57:30.857Z,2026-05-03 19:57:30.857,102633,97
19.320,0.884275243,0.558928431,0.298666897,-0.131620516,-0.027089554,-1.480668281,1.697183372,1.051143750,-0.666224298,-0.263781900,1130,-282,2026-05-03T23:57:30.897Z,2026-05-03 19:57:30.897,102633,98
19.360,0.924969101,0.411918768,0.363617739,-0.366019807,-0.153164386,-0.872808294,1.153232944,1.395217894,-1.747904567,-1.098541277,1668,-994,2026-05-03T23:57:30.937Z,2026-05-03 19:57:30.937,102633,99
19.400,1.077680779,-0.423896456,0.246314300,0.195734701,-0.237369148,1.408305457,-1.939366806,0.773808234,0.844418836,-1.656072965,1132,-1324,2026-05-03T23:57:30.977Z,2026-05-03 19:57:30.977,102633,100
19.440,0.767362111,0.263169280,-0.390847865,0.076099372,0.287236395,-3.227045238,0.602844994,-2.601529475,0.292338777,1.817414859,-3151,1971,2026-05-03T23:57:31.017Z,2026-05-03 19:57:31.017,102634,1
19.480,1.215554252,-0.698205185,0.076350773,-0.198552734,-0.122125923,3.467775176,-2.954336483,-0.126565853,-0.975095791,-0.893031202,24,-573,2026-05-03T23:57:31.057Z,2026-05-03 19:57:31.057,102634,2
